Unique ID,Instrument name,Type,Status,Jurisdiction,Region,Income group,Year,Emission_Coverage_%,Carbon_Price_USD,Revenue_Million_USD,Coal per capita (kWh),Oil per capita (kWh),Gas per capita (kWh),Nuclear per capita (kWh - equivalent),Hydro per capita (kWh - equivalent),Wind per capita (kWh - equivalent),Solar per capita (kWh - equivalent),Other renewables per capita (kWh - equivalent),Total_Energy_per_capita,Fossil_Fuel_Dependency_%,Population,Population_Log,Annual_CO2_emissions,GDP
ETS_ID,Indonesia ETS,ETS,Implemented,Indonesia,East Asia & Pacific,Upper middle income,2020,0.0,,,2785.0745,2740.7966,1370.4873,0.0,218.55342,4.267744,1.5361183,317.60587,7438.321552300001,92.71390530122457,274814861.0,19.43160819981947,623304000.0,3298291750000.0
Tax_IE,Ireland carbon tax,Carbon tax,Implemented,Ireland,Europe & Central Asia,High income,2020,0.0003603965030245,28.5216403,,2018.9053,15061.764,10653.235,0.0,462.17853,5817.9,27.311823,579.3741,34620.668753,80.10793927138326,4982602.0,15.421463003208652,35052570.0,607980000000.0
Tax_IL,Israel carbon tax,Carbon tax,Implemented,Israel,Middle East & North Africa,High income,2020,0.0,,,5735.025,12483.633,12804.205,0.0,6.7094655,17.502172,1168.0192,41.655163,32256.749000499996,96.17479740292218,8800380.0,15.99030557396576,59285372.0,346677156250.0
Tax_JP,Japan carbon tax,Carbon tax,Implemented,Japan,East Asia & Pacific,High income,2020,0.0189549167497745,2.496382603,2432.909277,10061.016,14865.006,8244.162,840.6003,1531.3209,164.313,1484.1803,751.4834,37942.08189999999,87.42320489271835,126304533.0,18.654206485330377,1037284700.0,5301858500000.0
ETS_KZ,Kazakhstan ETS,ETS,Implemented,Kazakhstan,Europe & Central Asia,Upper middle income,2020,0.0028626464222985,1.112451318,0.0,19468.447,7635.07,9062.755,0.0,1224.2498,130.37108,156.83517,1.0469216,37678.77497159999,95.98579578890231,19482116.0,16.785007525838584,281789200.0,614260000000.0
ETS_KR,Korea ETS,ETS,Implemented,"Korea, Rep.",East Asia & Pacific,High income,2020,0.0124332717594425,32.78688525,207.1671439,17024.13,27105.986,11095.0625,7626.821,184.6064,149.97836,920.7377,845.67944,64953.0014,85.02328962430364,51858481.0,17.764029066531847,597634300.0,2665119500000.0
Tax_LT,Latvia carbon Tax,Carbon tax,Implemented,Latvia,Europe & Central Asia,High income,2020,4.723086966287948e-06,9.8424,4.76784,150.49617,10293.453,5645.031,0.0,3380.7793,229.6789,6.295188,1421.5278,21127.261357999996,76.15270099315444,1901119.0,14.457953744149513,6999268.0,60469222656.0
Tax_LI,Liechtenstein carbon tax,Carbon tax,Implemented,Liechtenstein,Europe & Central Asia,High income,2020,2.641922590231768e-06,99.44064636,6.344012245,4137.0586,11700.606,12481.292,3450.2598,2616.366,1614.1401,549.4756,908.04333,37457.241429999995,75.60342277987128,38793.0,10.566020874478237,141605.0,
Tax_LU,Luxembourg carbon tax,Carbon tax,Implemented,Luxembourg,Europe & Central Asia,High income,2020,0.0,,,708.9797,45134.773,11457.971,0.0,358.67245,1374.8876,631.42596,1844.9283,61511.63801,93.15590602657079,630597.0,13.354423854505448,8069083.0,58604359375.0
ETS_US_MA,Massachusetts ETS,ETS,Implemented,Massachusetts,North America,High income,2020,0.0,8.198567,15.77973875,7530.669,26618.615,24609.17,6048.167,2057.0098,2483.0688,960.4992,684.19336,70991.39216,82.768420525647,339436156.0,19.642796437205757,4689954000.0,22335318000000.0
Tax_MX,Mexico carbon tax,Carbon tax,Implemented,Mexico,Latin America & Caribbean,Upper middle income,2020,0.0015898707770638,2.334344628,206.0260086,524.3809,6616.3335,7500.7866,217.66597,522.203,383.67096,308.36426,172.7576,16246.16279,90.12282585899165,126799053.0,18.658114139371747,428936830.0,2395753750000.0
ETS_MX,Mexico ETS,ETS,Implemented,Mexico,Latin America & Caribbean,Upper middle income,2020,0.0052212504993885,,0.0,524.3809,6616.3335,7500.7866,217.66597,522.203,383.67096,308.36426,172.7576,16246.16279,90.12282585899165,126799053.0,18.658114139371747,428936830.0,2395753750000.0
ETS_MO,Montenegro ETS,ETS,Implemented,Montenegro,Europe & Central Asia,Upper middle income,2020,0.0,,0.0,4137.0586,11700.606,12481.292,3450.2598,2616.366,1614.1401,549.4756,908.04333,37457.241429999995,75.60342277987128,607934.0,13.317823247338511,2403584.0,12863390625.0
Tax_NL,Netherlands carbon tax,Carbon tax,Implemented,Netherlands,Europe & Central Asia,High income,2020,0.0,,,2708.9927,26634.332,20485.969,572.22925,6.449223,2138.876,1199.3785,1566.0996,55312.32627299999,90.0871416148041,17636732.0,16.685494387308893,136974140.0,1117582625000.0
Tax_CA_NB,New Brunswick carbon tax,Carbon tax,Abolished,New Brunswick,North America,High income,2020,0.0001783987016117,21.10149821,91.20927502,3829.4673,29187.615,30202.98,6307.567,25003.508,2313.4126,263.37762,851.82733,97959.75485,64.53677063280237,38171903.0,17.457610305583707,524207940.0,1954253250000.0
ETS_CA_NB,New Brunswick OBPS,ETS,Implemented,New Brunswick,North America,High income,2020,0.0,,0.0,3829.4673,29187.615,30202.98,6307.567,25003.508,2313.4126,263.37762,851.82733,97959.75485,64.53677063280237,38171903.0,17.457610305583707,524207940.0,1954253250000.0
ETS_NZ,New Zealand ETS,ETS,Implemented,New Zealand,East Asia & Pacific,High income,2020,0.0008249615436815,14.304,149.2341828,3108.5457,16622.682,9019.189,0.0,11818.294,1124.6041,78.46629,5556.864,47328.64509,60.74633373790503,5069895.0,15.438830862536463,34108960.0,229092062500.0
Tax_CA_NL,Newfoundland and Labrador carbon tax,Carbon tax,Abolished,Newfoundland and Labrador,North America,High income,2020,8.384738975750916e-05,14.06766547,42.81626064,3829.4673,29187.615,30202.98,6307.567,25003.508,2313.4126,263.37762,851.82733,97959.75485,64.53677063280237,38171903.0,17.457610305583707,524207940.0,1954253250000.0
ETS_CA_NL,Newfoundland and Labrador PSS,ETS,Implemented,Newfoundland and Labrador,North America,High income,2020,6.779150661245422e-05,,0.0,3829.4673,29187.615,30202.98,6307.567,25003.508,2313.4126,263.37762,851.82733,97959.75485,64.53677063280237,38171903.0,17.457610305583707,524207940.0,1954253250000.0
Tax_CA_NT,Northwest Territories carbon tax,Carbon tax,Abolished,Northwest Territories,North America,High income,2020,1.8488592712487512e-05,14.06766547,13.91253302,3829.4673,29187.615,30202.98,6307.567,25003.508,2313.4126,263.37762,851.82733,97959.75485,64.53677063280237,38171903.0,17.457610305583707,524207940.0,1954253250000.0
Tax_NO,Norway carbon tax,Carbon tax,Implemented,Norway,Europe & Central Asia,High income,2020,0.0005345870568228,63.27639752,1558.32545,1668.7388,18983.344,8099.603,0.0,64685.297,4549.239,61.361023,139.31361,98186.896433,29.28260984358473,5379275.0,15.498064350591571,41275000.0,477676750000.0
ETS_CA_NS,Nova Scotia OBPS,ETS,Implemented,Nova Scotia,North America,High income,2020,0.0002645571654582,,21.09362017,3829.4673,29187.615,30202.98,6307.567,25003.508,2313.4126,263.37762,851.82733,97959.75485,64.53677063280237,38171903.0,17.457610305583707,524207940.0,1954253250000.0
ETS_CA_Ontario,Ontario CaT,ETS,Abolished,Ontario,North America,High income,2020,0.0,,,3829.4673,29187.615,30202.98,6307.567,25003.508,2313.4126,263.37762,851.82733,97959.75485,64.53677063280237,38171903.0,17.457610305583707,524207940.0,1954253250000.0
ETS_CA_Ontario2,Ontario EPS,ETS,Implemented,Ontario,North America,High income,2020,0.0,,0.0,3829.4673,29187.615,30202.98,6307.567,25003.508,2313.4126,263.37762,851.82733,97959.75485,64.53677063280237,38171903.0,17.457610305583707,524207940.0,1954253250000.0
ETS_US_Oregon,Oregon ETS,ETS,Implemented,Oregon,North America,High income,2020,0.0,,0.0,7530.669,26618.615,24609.17,6048.167,2057.0098,2483.0688,960.4992,684.19336,70991.39216,82.768420525647,339436156.0,19.642796437205757,4689954000.0,22335318000000.0
Tax_PL,Poland carbon tax,Carbon tax,Implemented,Poland,Europe & Central Asia,High income,2020,0.0018367466789461,0.071940534,,12533.299,9417.4795,5518.4775,0.0,137.02708,1022.0445,126.65007,683.6226,29438.60025,93.31033325879685,38171005.0,17.457586780150894,302102430.0,1365882000000.0
Tax_PT,Portugal carbon tax,Carbon tax,Implemented,Portugal,Europe & Central Asia,High income,2020,0.0004658872471223,13.79141638,263.2,634.4192,11003.587,5820.9814,0.0,2876.7634,2928.2114,408.46786,1207.9421,24880.37236,70.17172953596422,10370519.0,16.154477723596532,41738144.0,335420062500.0
Tax_CA_PE,Prince Edward Island carbon tax,Carbon tax,Abolished,Prince Edward Island,North America,High income,2020,1.589370250722611e-05,21.10149821,9.539184033,3829.4673,29187.615,30202.98,6307.567,25003.508,2313.4126,263.37762,851.82733,97959.75485,64.53677063280237,38171903.0,17.457610305583707,524207940.0,1954253250000.0
ETS_CA_Quebec,Quebec CaT,ETS,Implemented,Quebec,North America,High income,2020,0.0011776341564346,21.75201163,506.232901,3829.4673,29187.615,30202.98,6307.567,25003.508,2313.4126,263.37762,851.82733,97959.75485,64.53677063280237,38171903.0,17.457610305583707,524207940.0,1954253250000.0
ETS_RGGI,RGGI,ETS,Implemented,RGGI,North America,High income,2020,0.0017148737373064,5.13,416.2655057,7530.669,26618.615,24609.17,6048.167,2057.0098,2483.0688,960.4992,684.19336,70991.39216,82.768420525647,339436156.0,19.642796437205757,4689954000.0,22335318000000.0
ETS_JP_Saitama,Saitama ETS,ETS,Implemented,Saitama,East Asia & Pacific,High income,2020,0.0,5.577244841,0.0,10061.016,14865.006,8244.162,840.6003,1531.3209,164.313,1484.1803,751.4834,37942.08189999999,87.42320489271835,126304533.0,18.654206485330377,1037284700.0,5301858500000.0
ETS_CA_SK,Saskatchewan OBPS,ETS,Abolished,Saskatchewan,North America,High income,2020,0.0005666186034145,,0.0,3829.4673,29187.615,30202.98,6307.567,25003.508,2313.4126,263.37762,851.82733,97959.75485,64.53677063280237,38171903.0,17.457610305583707,524207940.0,1954253250000.0
ETS_CN_Shanghai,Shanghai pilot ETS,ETS,Implemented,Shanghai,East Asia & Pacific,Upper middle income,2020,0.0021286208715034,5.068903872,0.0,16410.105,5581.399,2360.3943,634.0325,2288.3845,807.6901,452.0641,297.34866,28831.41816,84.46306097348074,1426106093.0,21.07821355589049,10896520000.0,26000864000000.0
ETS_CN_Shenzhen,Shenzhen pilot ETS,ETS,Implemented,Shenzhen,East Asia & Pacific,Upper middle income,2020,0.0004459967540293,2.384538506,0.376610505,16410.105,5581.399,2360.3943,634.0325,2288.3845,807.6901,452.0641,297.34866,28831.41816,84.46306097348074,1426106093.0,21.07821355589049,10896520000.0,26000864000000.0
Tax_SG,Singapore carbon tax,Carbon tax,Implemented,Singapore,East Asia & Pacific,High income,2020,0.0010901561665632,3.51024993,138.7473994,896.2309,138677.6,22416.408,0.0,0.0,0.0,129.65167,380.78888,162500.67945,99.6858840518528,5620151.0,15.541869267767476,46700000.0,522051093750.0
Tax_SL,Slovenia carbon tax,Carbon tax,Implemented,Slovenia,Europe & Central Asia,High income,2020,0.0001876561343734,18.91928,140.448,5585.7793,11930.134,4067.5042,7460.847,5794.6836,7.3413305,432.41858,412.28812,35690.99613049999,60.47300395058388,2102421.0,14.558600571449034,12872991.0,80255414062.0
Tax_ZA,South Africa carbon tax,Carbon tax,Implemented,South Africa,Sub-Saharan Africa,Upper middle income,2020,0.0090051186021372,7.059869921,36.72561145,16886.506,4524.485,655.61,403.74658,59.72824,261.3773,232.38972,21.140396,23044.983236,95.7544675733519,60562374.0,17.91918438362964,435297660.0,772349625000.0
Tax_ES,Spain carbon tax,Carbon tax,Implemented,Spain,Europe & Central Asia,High income,2020,0.000111851195208,16.404,123.2,721.19147,12412.672,6814.3003,3019.102,1579.8252,2922.9993,1070.2712,402.2458,28942.607269999997,68.923174695035,47679482.0,17.680011737541776,211764740.0,1863857875000.0
Tax_SE,Sweden carbon tax,Carbon tax,Implemented,Sweden,Europe & Central Asia,High income,2020,0.0004220163719337,119.4323451,2143.531836,1797.617,12985.757,957.075,11732.693,17238.695,6564.425,246.82578,3373.4978,54896.58558,28.672910771584643,10353682.0,16.152852859788318,36622220.0,600686750000.0
Tax_CH,Switzerland carbon tax,Carbon tax,Implemented,Switzerland,Europe & Central Asia,High income,2020,0.0003191677800029,99.44064636,1237.135167,118.947754,11867.001,3951.9585,6569.6304,10705.579,41.435253,742.69116,711.7576,34709.000667,45.91865783434427,8640582.0,15.97198061535563,34343256.0,715363562500.0
ETS_CH,Switzerland ETS,ETS,Implemented,Switzerland,Europe & Central Asia,High income,2020,0.0001094289531438,19.84884,8.270122305,118.947754,11867.001,3951.9585,6569.6304,10705.579,41.435253,742.69116,711.7576,34709.000667,45.91865783434427,8640582.0,15.97198061535563,34343256.0,715363562500.0
Tax_MX_TA,Tamaulipas carbon tax,Carbon tax,Implemented,Tamaulipas,Latin America & Caribbean,Upper middle income,2020,0.0,,,524.3809,6616.3335,7500.7866,217.66597,522.203,383.67096,308.36426,172.7576,16246.16279,90.12282585899165,126799053.0,18.658114139371747,428936830.0,2395753750000.0
ETS_CN_Tianjin,Tianjin pilot ETS,ETS,Implemented,Tianjin,East Asia & Pacific,Upper middle income,2020,0.0014525427560255,2.815275686,8.036245222,16410.105,5581.399,2360.3943,634.0325,2288.3845,807.6901,452.0641,297.34866,28831.41816,84.46306097348074,1426106093.0,21.07821355589049,10896520000.0,26000864000000.0
ETS_JP_Tokyo,Tokyo CaT,ETS,Implemented,Tokyo,East Asia & Pacific,High income,2020,0.0,5.577244841,0.0,10061.016,14865.006,8244.162,840.6003,1531.3209,164.313,1484.1803,751.4834,37942.08189999999,87.42320489271835,126304533.0,18.654206485330377,1037284700.0,5301858500000.0
Tax_UA,Ukraine carbon tax,Carbon tax,Implemented,Ukraine,Europe & Central Asia,Upper middle income,2020,0.0018654150612892,0.384615385,32.18362357,5946.9688,2725.703,6566.4136,4211.1636,417.99585,180.39389,296.71625,52.834034,20398.189024,74.70803110055542,44680008.0,17.615036733597663,207100640.0,658538250000.0
Tax_UK,UK Carbon Price Support,Carbon tax,Implemented,United Kingdom,Europe & Central Asia,High income,2020,0.0010531295536574,22.284,853.4984,932.455,9903.204,10907.458,1841.7778,252.15651,2772.3616,459.97244,1789.8727,28859.25805,75.34191267956038,67351860.0,18.02544109221321,326263200.0,3179079000000.0
ETS_UK,UK ETS,ETS,Implemented,United Kingdom,Europe & Central Asia,High income,2020,0.0,,0.0,932.455,9903.204,10907.458,1841.7778,252.15651,2772.3616,459.97244,1789.8727,28859.25805,75.34191267956038,67351860.0,18.02544109221321,326263200.0,3179079000000.0
Tax_UY,Uruguay CO2 tax,Carbon tax,Implemented,Uruguay,Latin America & Caribbean,High income,2020,0.0,,,703.54913,5616.2505,3012.2146,139.40428,3872.133,460.72748,125.04522,544.4975,14473.82171,64.47512216868395,3398966.0,15.038982119893259,6476821.0,88132039062.0
ETS_US_Washington,Washington CCA,ETS,Implemented,Washington,North America,High income,2020,0.0,,0.0,7530.669,26618.615,24609.17,6048.167,2057.0098,2483.0688,960.4992,684.19336,70991.39216,82.768420525647,339436156.0,19.642796437205757,4689954000.0,22335318000000.0
Tax_MX_ZA,Zacatecas carbon tax,Carbon tax,Implemented,Zacatecas,Latin America & Caribbean,Upper middle income,2020,9.957710472335816e-05,10.20749802,,524.3809,6616.3335,7500.7866,217.66597,522.203,383.67096,308.36426,172.7576,16246.16279,90.12282585899165,126799053.0,18.658114139371747,428936830.0,2395753750000.0
Tax_AL,Albania carbon tax,Carbon tax,Implemented,Albania,Europe & Central Asia,Upper middle income,2021,0.000118842748071,,,4500.742,12285.054,12862.597,3647.9094,2673.802,1554.0168,613.88715,955.4314,39093.439750000005,75.83981657689766,2849641.0,14.862703930319642,5137011.0,42296042968.0
Tax_CA_Alberta,Alberta carbon tax,Carbon tax,Abolished,Alberta,North America,High income,2021,0.0,,,3412.7449,29741.117,30849.36,5891.803,24495.318,2388.9275,327.5703,857.2632,97964.1039,65.33334083812305,38454058.0,17.464974814013964,537478660.0,2064151000000.0
ETS_CA_Alberta,Alberta TIER,ETS,Implemented,Alberta,North America,High income,2021,0.0030778523282275,31.8344608,441.8266903,3412.7449,29741.117,30849.36,5891.803,24495.318,2388.9275,327.5703,857.2632,97964.1039,65.33334083812305,38454058.0,17.464974814013964,537478660.0,2064151000000.0
Tax_AR,Argentina carbon tax,Carbon tax,Implemented,Argentina,Latin America & Caribbean,Upper middle income,2021,0.0027088923015776,5.321599371,,310.12344,7517.068,10137.223,552.7973,1068.0128,703.25055,119.72848,155.42615,20563.62972,87.36013381201847,45312282.0,17.629088701602182,190196930.0,1176311000000.0
ETS_AU1,Australia CPM,ETS,Abolished,Australia,East Asia & Pacific,High income,2021,0.0,,,17432.15,20639.209,15246.985,0.0,1512.832,2542.7122,2960.0403,402.60333,60736.53183,87.7862834664921,25956417.0,17.071929458769823,388472300.0,1639789750000.0
ETS_AU2,Australia Safeguard Mechanism,ETS,Implemented,Australia,East Asia & Pacific,High income,2021,0.0,,,17432.15,20639.209,15246.985,0.0,1512.832,2542.7122,2960.0403,402.60333,60736.53183,87.7862834664921,25956417.0,17.071929458769823,388472300.0,1639789750000.0
ETS_AT,Austria ETS,ETS,Implemented,Austria,Europe & Central Asia,High income,2021,0.0,,0.0,3363.6277,15636.664,10053.961,0.0,10682.157,1851.3429,761.93134,1561.1626,43910.84654000001,66.16645997369558,8967053.0,16.009067751997016,65751344.0,552159500000.0
Tax_MX_BC,Baja California carbon tax,Carbon tax,Abolished,Baja California,Latin America & Caribbean,Upper middle income,2021,0.0001631406359993,8.31702544,1.202437515,431.86072,7494.4336,7356.4604,230.06384,669.8902,406.65335,389.67395,149.49098,17128.52704,89.22398688638204,127648151.0,18.66478822446119,446837570.0,2510266250000.0
ETS_CN_Beijing,Beijing pilot ETS,ETS,Implemented,Beijing,East Asia & Pacific,Upper middle income,2021,0.0006787098758062,4.323279666,0.0,17046.299,5730.4272,2665.8582,703.6374,2244.7327,1132.3813,564.63666,363.65887,30451.631329999997,83.55080923016021,1426437269.0,21.078445752887504,11284401000.0,28653542000000.0
Tax_CA_BC,BC carbon tax,Carbon tax,Abolished,British Columbia,North America,High income,2021,0.0009152887468015,35.8137684,2314.829756,3412.7449,29741.117,30849.36,5891.803,24495.318,2388.9275,327.5703,857.2632,97964.1039,65.33334083812305,38454058.0,17.464974814013964,537478660.0,2064151000000.0
ETS_CA_BC,BC OBPS,ETS,Implemented,British Columbia,North America,High income,2021,0.0,19.896538,,3412.7449,29741.117,30849.36,5891.803,24495.318,2388.9275,327.5703,857.2632,97964.1039,65.33334083812305,38454058.0,17.464974814013964,537478660.0,2064151000000.0
ETS_US_California,California CaT,ETS,Implemented,California,North America,High income,2021,0.0057971333088797,17.94,3993.21413,8633.825,29012.652,24589.057,5942.4014,1802.6995,2766.1233,1202.579,679.1108,74628.448,83.393847343576,340161438.0,19.64493088347109,5020111000.0,23681202000000.0
Tax_CA,Canada federal fuel charge,Carbon tax,Abolished,Canada,North America,High income,2021,0.0043779318267459,31.8344608,4843.270938,3412.7449,29741.117,30849.36,5891.803,24495.318,2388.9275,327.5703,857.2632,97964.1039,65.33334083812305,38454058.0,17.464974814013964,537478660.0,2064151000000.0
ETS_CA,Canada federal OBPS,ETS,Implemented,Canada,North America,High income,2021,0.0001412236073143,31.8344608,192.0284008,3412.7449,29741.117,30849.36,5891.803,24495.318,2388.9275,327.5703,857.2632,97964.1039,65.33334083812305,38454058.0,17.464974814013964,537478660.0,2064151000000.0
Tax_CL,Chile carbon tax,Carbon tax,Implemented,Chile,Latin America & Caribbean,High income,2021,0.0013362814292951,5.0,168.0,4168.882,10864.072,3506.7932,0.0,2287.8418,965.67163,1360.911,1055.8168,24209.98843,76.57891805113927,19456323.0,16.7836827165699,83630310.0,504465437500.0
ETS_CN,China national ETS,ETS,Implemented,China,East Asia & Pacific,Upper middle income,2021,0.0969585536866046,,,17046.299,5730.4272,2665.8582,703.6374,2244.7327,1132.3813,564.63666,363.65887,30451.631329999997,83.55080923016021,1426437269.0,21.078445752887504,11284401000.0,28653542000000.0
ETS_CN_Chongqing,Chongqing pilot ETS,ETS,Implemented,Chongqing,East Asia & Pacific,Upper middle income,2021,0.0015913787061687,3.714581368,0.0,17046.299,5730.4272,2665.8582,703.6374,2244.7327,1132.3813,564.63666,363.65887,30451.631329999997,83.55080923016021,1426437269.0,21.078445752887504,11284401000.0,28653542000000.0
Tax_CO,Colombia carbon tax,Carbon tax,Implemented,Colombia,Latin America & Caribbean,Upper middle income,2021,0.0008069909115921,4.605676883,90.79491766,736.5218,4441.0234,2466.7083,0.0,2910.9475,2.909674,15.54248,113.7137,10687.366854000002,71.52607002667787,51188174.0,17.751019106303804,103733530.0,837966375000.0
Tax_DK,Denmark carbon tax,Carbon tax,Implemented,Denmark,Europe & Central Asia,High income,2021,0.0003932126566167,27.91970556,550.4059324,2117.1257,13523.128,4063.674,0.0,6.8524084,6751.673,550.4674,4651.8174,31664.7379084,62.22671969368474,5856774.0,15.58310966876291,29603524.0,380996625000.0
Tax_EE,Estonia carbon tax,Carbon tax,Implemented,Estonia,Europe & Central Asia,High income,2021,2.667373812679743e-05,2.3492,2.032164,23848.027,11855.372,3651.7288,0.0,42.5382,1355.674,654.1081,4150.701,45558.149099999995,86.38438693726475,1331750.0,14.102005175670648,10390915.0,55144558593.0
ETS_EU,EU ETS,ETS,Implemented,EU,Europe & Central Asia,High income,2021,0.0268186839535426,49.779548,36909.94455,4275.1772,13352.584,8867.2705,4025.4531,1911.1924,2132.341,894.13196,1246.6067,36704.756859999994,72.18419073325528,,,2801469000.0,22188150933590.0
Tax_FI,Finland carbon tax,Carbon tax,Implemented,Finland,Europe & Central Asia,High income,2021,0.0003936029052548,90.4442,1663.76,6132.792,16541.305,3738.649,10489.52,7019.297,3781.3186,132.24937,7658.228,55493.35897,47.59622861229011,5541069.0,15.52769818086841,37820000.0,292107031250.0
Tax_FR,France carbon tax,Carbon tax,Implemented,France,Europe & Central Asia,High income,2021,0.0033313974731237,52.38716,9031.84,1136.5577,11969.449,6513.1787,14139.487,2186.107,1397.2378,554.62646,436.99347,38333.63713,51.180078043379766,66083547.0,18.006430378229553,307271840.0,3428344500000.0
ETS_CN_Fujian,Fujian pilot ETS,ETS,Implemented,Fujian,East Asia & Pacific,Upper middle income,2021,0.0025542761383199,1.246309767,0.193423598,17046.299,5730.4272,2665.8582,703.6374,2244.7327,1132.3813,564.63666,363.65887,30451.631329999997,83.55080923016021,1426437269.0,21.078445752887504,11284401000.0,28653542000000.0
ETS_DE,Germany ETS,ETS,Implemented,Germany,Europe & Central Asia,High income,2021,0.0059253420672415,29.365,8537.207956,7430.7793,14453.934,10960.72,2034.3845,578.48236,3373.8545,1451.9873,1878.2201,42162.36206,77.90226091521781,83697080.0,18.2427146602996,677997700.0,5043287000000.0
ETS_CN_Guangdong,Guangdong pilot ETS,ETS,Implemented,Guangdong (except Shenzhen),East Asia & Pacific,Upper middle income,2021,0.00513880334539,5.715677025,0.0,17046.299,5730.4272,2665.8582,703.6374,2244.7327,1132.3813,564.63666,363.65887,30451.631329999997,83.55080923016021,1426437269.0,21.078445752887504,11284401000.0,28653542000000.0
ETS_CN_Hubei,Hubei pilot ETS,ETS,Implemented,Hubei,East Asia & Pacific,Upper middle income,2021,0.0035292913541924,4.41154092,13.23017408,17046.299,5730.4272,2665.8582,703.6374,2244.7327,1132.3813,564.63666,363.65887,30451.631329999997,83.55080923016021,1426437269.0,21.078445752887504,11284401000.0,28653542000000.0
Tax_IS,Iceland carbon tax,Carbon tax,Implemented,Iceland,Europe & Central Asia,High income,2021,2.958348669514911e-05,35.36209385,50.06075334,3653.0688,22180.44,0.0,0.0,91239.164,40.232746,0.0,48651.938,165764.843546,15.584431684895334,372647.0,12.828389553329115,3490635.0,21015160156.0
ETS_ID,Indonesia ETS,ETS,Implemented,Indonesia,East Asia & Pacific,Upper middle income,2021,0.0,,,2757.7502,2842.6047,1473.3396,0.0,219.79506,3.8891542,1.7142537,348.6179,7647.710867900001,92.49427210553502,276758056.0,19.438654242047043,632946050.0,3435082000000.0
Tax_IE,Ireland carbon tax,Carbon tax,Implemented,Ireland,Europe & Central Asia,High income,2021,0.0003567044073857,39.67853261,582.316,2728.8171,16256.682,10138.905,0.0,367.0853,4868.725,41.46229,618.32697,35020.00366,83.16505155956342,5028428.0,15.430618167248248,37473684.0,686363250000.0
Tax_IL,Israel carbon tax,Carbon tax,Implemented,Israel,Middle East & North Africa,High income,2021,0.0,,,5058.0454,12791.989,13120.691,0.0,6.553955,11.911808,1473.686,36.01101,32498.888173000003,95.29779983590456,8942925.0,16.00637338666588,58950084.0,372511937500.0
Tax_JP,Japan carbon tax,Carbon tax,Implemented,Japan,East Asia & Pacific,High income,2021,0.0183332268190929,2.424053077,1980.376271,10896.52,15210.018,8173.9634,1199.8367,1560.5089,186.89035,1649.7869,865.149,39742.67325,86.2561538937243,125679342.0,18.649244324335914,1058501800.0,5380121500000.0
ETS_KZ,Kazakhstan ETS,ETS,Implemented,Kazakhstan,Europe & Central Asia,Upper middle income,2021,0.0029457979720763,1.176775165,0.0,19752.662,9274.533,10948.699,0.0,1148.7748,217.89989,203.22966,0.40587506,41546.20422506,96.22032805559452,19743607.0,16.798340351357254,244903710.0,630699375000.0
ETS_KR,Korea ETS,ETS,Implemented,"Korea, Rep.",East Asia & Pacific,High income,2021,0.0122626479414185,15.89263641,260.9862157,17533.947,28919.59,12036.513,7506.501,145.10388,151.06647,1174.2087,1033.8184,68500.74845,85.38600135543481,51848401.0,17.763834672492745,616075000.0,2795993500000.0
Tax_LT,Latvia carbon Tax,Carbon tax,Implemented,Latvia,Europe & Central Asia,High income,2021,4.6014698187717126e-06,14.0952,7.18982,118.736595,10860.45,6145.812,0.0,3537.0564,184.75066,8.878575,1428.2543,22283.938530000003,76.84906585047916,1885593.0,14.449753448587964,7218349.0,62903246093.0
Tax_LI,Liechtenstein carbon tax,Carbon tax,Implemented,Liechtenstein,Europe & Central Asia,High income,2021,2.5690138384802773e-06,101.4745521,6.907361366,4500.742,12285.054,12862.597,3647.9094,2673.802,1554.0168,613.88715,955.4314,39093.439750000005,75.83981657689766,39062.0,10.572931006396837,145595.0,
Tax_LU,Luxembourg carbon tax,Carbon tax,Implemented,Luxembourg,Europe & Central Asia,High income,2021,0.0001285632134595,40.124336,259.19004,715.0275,47744.938,12166.328,0.0,410.89117,1209.1191,693.1548,1896.3113,64835.76987,93.50747838972178,640276.0,13.369656174199541,8409505.0,64977242187.0
ETS_US_MA,Massachusetts ETS,ETS,Implemented,Massachusetts,North America,High income,2021,0.0,6.5,44.25823375,8633.825,29012.652,24589.057,5942.4014,1802.6995,2766.1233,1202.579,679.1108,74628.448,83.393847343576,340161438.0,19.64493088347109,5020111000.0,23681202000000.0
Tax_MX,Mexico carbon tax,Carbon tax,Implemented,Mexico,Latin America & Caribbean,Upper middle income,2021,0.0015837855854448,2.890222937,311.4768825,431.86072,7494.4336,7356.4604,230.06384,669.8902,406.65335,389.67395,149.49098,17128.52704,89.22398688638204,127648151.0,18.66478822446119,446837570.0,2510266250000.0
ETS_MX,Mexico ETS,ETS,Implemented,Mexico,Latin America & Caribbean,Upper middle income,2021,0.0052012662904593,0.0,,431.86072,7494.4336,7356.4604,230.06384,669.8902,406.65335,389.67395,149.49098,17128.52704,89.22398688638204,127648151.0,18.66478822446119,446837570.0,2510266250000.0
ETS_MO,Montenegro ETS,ETS,Implemented,Montenegro,Europe & Central Asia,Upper middle income,2021,0.0,,0.0,4500.742,12285.054,12862.597,3647.9094,2673.802,1554.0168,613.88715,955.4314,39093.439750000005,75.83981657689766,603854.0,13.311089381871277,2410912.0,14813563476.0
