Unique ID,Instrument name,Type,Status,Jurisdiction covered,Share of jurisdiction emissions covered,Price on 1 April,2020.0_x,2021.0_x,2022.0_x,2023.0_x,2024.0_x,2025.0_x,Change,Government revenue,2019.0_x,2020.0.1,2021.0.1,2022.0.1,2023.0.1,2024.0.1,Change.1,Gases covered,Electricity and heat,Industry,Mining and extractives,Transport,Aviation,Buildings,"Agriculture, forestry and fishing fuel use",Agricultural emissions,Waste,LULUCF,Fuels covered,Allocation approaches,Price or market management,Point of Regulation,Offset eligibility,Description,Recent developments,Coverage,Pricing and allocation,Compliance,Relation to other instruments,Name of the initiative,1990.0,1991.0,1992.0,1993.0,1994.0,1995.0,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0_y,2020.0_y,2021.0_y,2022.0_y,2023.0_y,2024.0_y,2025.0_y,Unique ID_price,Name of the initiative_price,Instrument Type,Region,Income group,Metric,1990.0_price,1991.0_price,1992.0_price,1993.0_price,1994.0_price,1995.0_price,1996.0_price,1997.0_price,1998.0_price,1999.0_price,2000.0_price,2001.0_price,2002.0_price,2003.0_price,2004.0_price,2005.0_price,2006.0_price,2007.0_price,2008.0_price,2009.0_price,2010.0_price,2011.0_price,2012.0_price,2013.0_price,2014.0_price,2015.0_price,2016.0_price,2017.0_price,2018.0_price,2019.0,2020.0,2021.0,2022.0,2023.0,2024.0,2025.0,Jurisdiction,Status_revenue,Type_revenue,Country income group,Metric_revenue,1990.0_revenue,1991.0_revenue,1992.0_revenue,1993.0_revenue,1994.0_revenue,1995.0_revenue,1996.0_revenue,1997.0_revenue,1998.0_revenue,1999.0_revenue,2000.0_revenue,2001.0_revenue,2002.0_revenue,2003.0_revenue,2004.0_revenue,2005.0_revenue,2006.0_revenue,2007.0_revenue,2008.0_revenue,2009.0_revenue,2010.0_revenue,2011.0_revenue,2012.0_revenue,2013.0_revenue,2014.0_revenue,2015.0_revenue,2016.0_revenue,2017.0_revenue,2018.0_revenue,2019.0_revenue,2020.0_revenue,2021.0_revenue,2022.0_revenue,2023.0_revenue,2024.0_revenue
ETS_CA_NS,Nova Scotia OBPS,ETS,Implemented,Nova Scotia,"36% of jurisdiction emissions, 0.0102% of global emissions",US$66 (CAN$95),,19.65777955,23.09782609,20.8748984,58.94488653,66.21131865,2.368199267,US$13 million (2024) (CAN$18 million),,21.09362017,36.1601133,40.36900512,25.74618622,13.0062665,-0.38340283,"CO2, CH4, N2O, HFCs, SF6, PFCs, NF3",Yes,Yes,Yes,No,No,No,No,No,No,No,Diesel; Other oil products; Gasoline; Kerosene; LPG; Natural gas; Coal,Free allocation (Intensity-based),None (set carbon price path),Point Source,Not permitted,"The Nova Scotia Output-Based Pricing System for Industry (Nova Scotia OBPS) is part of the province’s approach to reduce GHG emissions from large industrial facilities. 
 
The Nova Scotia OBPS was approved by the Canadian federal government in November 2022 and began operating in 2023. It replaced Nova Scotia’s cap-and-trade program, which had been in place since 2019 but was officially phased out after the final compliance deadline in December 2023. 
   
Covered entities must surrender allowances (compliance units) for emissions that exceed the facility’s annual emissions limit. The annual emissions limit is based on an emissions intensity benchmark. If a facility’s emissions are below its limit, it earns performance credits (compliance units), which can be banked for future use or sold.  ",The Nova Scotia government released final regulations for performance standards and reporting in January 2024,"The Nova Scotia OBPS sets facility-level emissions-intensity standards (performance standards) for electricity generators and large industrial emitters. 

The Nova Scotia OBPS is mandatory for facilities with annual emissions equal to or more than 50,000 tCO2e. Other facilities under this threshold with annual emissions of  ≥10,000 tCO2e/year have the option to voluntarily join the system. If not, they would be subject to the Canada federal fuel charge. ",,Other,The Nova Scotia Cap-and-Trade program meets the federal carbon pricing requirements and the federal backstop is therefore not applied.,Nova Scotia OBPS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002714586654036,0.0002645571654582,0.000253061825122,0.0002511129352029,0.0002463980558626,0.0002463980558626,0.000101957816219,ETS_CA_NS,Nova Scotia OBPS,ETS,North America,High income,US$/tCO2e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.65777955,23.09782609,20.8748984,58.94488653,66.21131865,Nova Scotia,Implemented,ETS,High income,US$ millions,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.09362017,36.1601133,40.36900512,25.74618622,13.0062665
ETS_CA_Ontario,Ontario CaT,ETS,Abolished,Ontario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ontario CaT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00256461133119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ETS_CA_Ontario,Ontario CaT,ETS,North America,High income,US$/tCO2e,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.06461307,11.71087327,,,,,,,,Ontario,Abolished,ETS,High income,US$ millions,,,,,,,,,,,,,,,,,,,,,,,,,,,,1149.135735,540.4617227,,,,,,
ETS_CA_Ontario2,Ontario EPS,ETS,Implemented,Ontario,"26% of jurisdiction emissions, 0.0741% of global emissions",US$66 (CAN$95),,,31.96930946,48.03073967,58.94488653,66.21131865,1.071090047,US$0 million (2024) (CAN$0 million),,,,,,,,"CO2, CH4, N2O, SF6, HFCs, PFCs, NF3",Yes,Yes,Yes,No,No,No,No,No,No,No,Diesel; Other oil products; Gasoline; Kerosene; LPG; Natural gas; Coal,Free allocation (Intensity-based),None (set carbon price path),Point Source,Not permitted,"Ontario’s Emissions Performance Standards (EPS) program came into effect in January 2022, replacing the federal output-based pricing system (OBPS) that was operational in Ontario from 2019 to 2021. It is an intensity-based ETS for large industrial emitters, in which each covered entity must surrender compliance units for emissions that exceed the facility’s annual emissions limit. The annual emissions limit is based on facility-specific, sectoral, or historical emissions benchmarks, depending on the facility. The system applies to the same sectors and gases as the federal OBPS.  

 

The federal fuel charge took effect in Ontario in 2019 and remains in effect, with the price rising CAD 15 (USD 11.11) each year until 2030, resulting in a price of CAD 170 (USD 125.93) per tCO2e in 2030.    ","Ontario continued to make amendments to the EPS and GHG Reporting Programs in 2024, including adding certain industrial activities, altering baseline emissions intensities, among others","The intended scope of emissions coverage is similar to the federal OBPS. It covers all greenhouse gas emissions from facilities that are engaged in covered industrial activities and with emissions exceeding 50,000 tCO2e/year. Smaller emitters may also be covered by the system, on an opt-in basis.",Baselines (Intensity-based),Annual,Allocation is determined in relation to annual emissions limits based on emissions intensity benchmarks.  ,Ontario EPS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007554554663653,0.0007412710860665,0.0007412710860665,0.0007412710860665,ETS_CA_Ontario2,Ontario EPS,ETS,North America,High income,US$/tCO2e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.96930946,48.03073967,58.94488653,66.21131865,Ontario,Implemented,ETS,High income,US$ millions,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ETS_US_Oregon,Oregon ETS,ETS,Implemented,Oregon,"48% of jurisdiction emissions, 0.0466% of global emissions",US$0 (US$0),,,,,,,,US$ million (2024) (US$ million),,,,,,,,"CO2, CH4, N2O, SF6, HFCs, PFCs, NF3",No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Diesel; Gasoline; LPG; Natural gas,"Free allocation (some from second compliance), Auctioning","Auction floor + cost containment, plus “Community Climate Investment” credits",Mixed (upstream fuels + point sources),"Yes, with quantitative limit","Oregon’s Environmental Quality Commission (EQC) is taking steps to reinstate the Climate Protection Program (CPP) after its invalidation due to a ruling by the Oregon Court of Appeals in December 2023.   
 
Initially launched in 2022, the CPP aimed to reduce GHGs in the state and deliver benefits to Oregon communities. The CPP established a declining cap on regulated emissions for covered entities, which included natural gas utilities (referred to as ""local distribution companies"") and non-natural gas fuel suppliers. The cap for 2024 was set to cover ~40% of the state’s emissions, and planned to reduce each year, to reach 90% below 2017-2019 emissions levels by 2050. 
 
Covered entities were allocated yearly allowances based on their emissions. Additionally, the program permitted these companies to meet up to 10% of their emissions reduction obligations using compliance offset credits sourced from within Oregon, a threshold planned to increase to 20% over time. 
 

","Following a court ruling to invalidate the prior program, a revised program was adopted by Oregon's Environmental Quality Commission in November 2024, commencing in January 2025.",,,,,Oregon ETS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004288290669135,0.0004255265512333,0.000417536893737,0.000417536893737,0.0004660876953344,ETS_US_Oregon,Oregon ETS,ETS,North America,High income,US$/tCO2e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oregon,Implemented,ETS,High income,US$ millions,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax_PL,Poland carbon tax,Carbon tax,Implemented,Poland,"24% of jurisdiction emissions, 0.1649% of global emissions",US$0 (PLZ0),0.071940534,0.078624328,0.076230406,,0.084980879,0.09830298,0.366447745,US$7 million (2024) (PLZ27 million),,,,6.623094432,1.257744445,6.864587248,0.036462234,"CO2, CH4, N2O, HFCs, SF6, PFCs, Other",In principle,Yes,Yes,Yes,In principle,Yes,Yes,No,No,No,Diesel; Other oil products; Gasoline; Kerosene; Coal,Set price ,,Point source ,Not permitted,,,,,,,Poland carbon tax,0.0037610327006537,0.0036750423705705,0.003581125658047,0.0035470703767549,0.00346,0.003380308177567,0.0034180847366967,0.0033108499402056,0.0030431576326914,0.0029308732528502,0.0027523626300706,0.0026897224720721,0.0026069780292406,0.0025689954384651,0.0024684117494071,0.0023910330428217,0.0024037064014842,0.0023213831300453,0.0022598536141291,0.0021905850341257,0.002184446487383,0.0021043448193749,0.0020522707453973,0.0019847051891265,0.0018965911716896,0.0019109431950265,0.0019572574392645,0.00199140306444,0.0019428668839563,0.0018471986014867,0.0018367466789461,0.0018852582749106,0.0018344363411693,0.0016485185459128,0.0016485185459128,0.0016485185459128,Tax_PL,Poland carbon tax,Carbon tax,Europe & Central Asia,High income,US$/tCO2e,,,,,0.044052863,0.055319149,0.058072009,,0.043465662,0.041870202,0.041870202,0.036869531,0.036677507,0.051726686,0.057074664,0.068297529,0.067865626,0.079813999,0.103069684,0.075578935,0.087947654,0.091587995,0.087124879,0.085645245,0.092317837,0.07743865,0.077971661,0.073501755,0.085404789,0.078396522,0.071940534,0.078624328,0.076230406,,0.084980879,0.09830298,Poland,Implemented,Carbon tax,High income,US$ millions,1.052631579,0.943396226,0.735294118,0.552486188,,,,,,,,,,,,,,,,,,,,,,,1.144627096,1.25189645,,,,,6.623094432,1.257744445,6.864587248
Tax_PT,Portugal carbon tax,Carbon tax,Implemented,Portugal,"40% of jurisdiction emissions, 0.0400% of global emissions",US$73 (€67),13.79141638,27.81387335,26.17052003,25.75139389,25.45303292,72.700332,4x,"US$1,270 million (2024) (€1,182 million)",291.2832683,263.2,356.04464,467.2485,,1270.231838,3x,CO2,No,No,No,No,No,No,No,No,No,No,Diesel; Other oil products; Gasoline; Kerosene; LPG; Natural gas; Jet fuel; Coal,"Set price, Rebates",,Upstream,Not permitted,,,,,,,Portugal carbon tax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005466186401985,0.0005366187848652,0.0005706164668497,0.0005276701773074,0.0004921810232283,0.0004658872471223,0.0004327349793421,0.0004327037530821,0.0004003136303596,0.0004003136303596,0.0004003136303596,Tax_PT,Portugal carbon tax,Carbon tax,Europe & Central Asia,High income,US$/tCO2e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.16974711,13.79141638,27.81387335,26.17052003,25.75139389,25.45303292,72.700332,Portugal,Implemented,Carbon tax,High income,US$ millions,,,,,,,,,,,,,,,,,,,,,,,,,,93.24,138.6187181,157.30354,160.8804,291.2832683,263.2,356.04464,467.2485,,1270.231838
Tax_CA_PE,Prince Edward Island carbon tax,Carbon tax,Abolished,Prince Edward Island,,,21.10149821,23.8758456,23.9769821,36.94672283,,,,,7.18250936,9.539184033,24.68936582,23.33734285,10.57401813,,0.472189954,,,,,,,,,,,,,,,,,,,,,,,Prince Edward Island carbon tax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5289051269859474e-05,1.589370250722611e-05,1.5203101218059613e-05,1.508601848269094e-05,1.4802764428837e-05,0.0,0.0,Tax_CA_PE,Prince Edward Island carbon tax,Carbon tax,North America,High income,US$/tCO2e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.99587613,21.10149821,23.8758456,23.9769821,36.94672283,,,Prince Edward Island,Abolished,Carbon tax,High income,US$ millions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.18250936,9.539184033,24.68936582,23.33734285,10.57401813,
ETS_CA_Quebec,Quebec CaT,ETS,Implemented,Quebec,"76% of jurisdiction emissions, 0.1101% of global emissions",US$42 (US$42),21.75201163,17.94,38.58,29.84,38.59,41.54,0.909708431,"US$1,055 million (2024) (CAN$1,444 million)",739.6699768,506.232901,908.4183043,1038.356528,1072.012866,1054.886144,0.426157851,"CO2, CH4, N2O, HFCs, PFCs, SF6, NF3",Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Diesel; Other oil products; Gasoline; Kerosene; LPG; Natural gas; Coal,"Free allocation (Intensity-based), Auctioning","Price floor, Market stability reserve",Mixed (point source + upstream fuels + electricity),"Yes, with quantitative limit","Québec’s Cap-and-Trade System started in 2013 and covers ~80% of the province’s GHG emissions. 
 
The system covers fuel combustion emissions in the power, buildings, transport, and industrial sectors, as well as industrial process emissions. Covered entities must surrender allowances for all their covered emissions. Most emission units are auctioned, with a portion freely allocated to emissions-intensive, trade-exposed (EITE) sectors and to electricity producers with fixed-price sales contracts concluded before the announcement of the system. 
 
Québec has been a member of the Western Climate Initiative (WCI) since 2008 and formally linked its system with California’s in 2014.  ","In 2024 Quebec worked to prepare draft regulations to refine its cap-and-trade program, expected to be published in 2025. Proposed amendments to the system include changing the supply of emissions units, adjusting offset credit limits, increasing reserve prices, modifying compliance periods to align with 2030 and 2050 targets. Quebec also released a statement in September 2024 to begin linkage agreement discussions with Washington and California.","The Quebec CaT applies to GHG emissions from the industry, power, transport and buildings sectors and includes industrial process emissions.","Free allocation (Intensity-based), Auctioning",Other,"The Quebec CaT has linked with the California CaT since 2014 under the Western Climate Initiative (WCI).

The Quebec Cap-and-Trade system meets the federal carbon pricing requirements and the federal backstop is therefore not applied.",Quebec CaT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004959797400333,0.0004802847136059,0.0012705662493007,0.0012320976271524,0.0012433112234501,0.0012461098843651,0.0012553013140827,0.0011776341564346,0.0011721319555173,0.0011631050856967,0.0011412667039554,0.0011412667039554,0.0011005591017761,ETS_CA_Quebec,Quebec CaT,ETS,North America,High income,US$/tCO2e,,,,,,,,,,,,,,,,,,,,,,,,0.0,11.69,12.49,12.45,15.08,15.1,15.77,21.75201163,17.94,38.58,29.84,38.59,41.54,Quebec,Implemented,ETS,High income,US$ millions,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,28.0341126,105.2537339,665.5394002,350.5723576,476.5870951,631.4104959,739.6699768,506.232901,908.4183043,1038.356528,1072.012866,1054.886144
ETS_RGGI,RGGI,ETS,Implemented,RGGI,"14% of jurisdiction emissions, 0.1670% of global emissions",US$23 (US$23),5.13,8.69,13.89,15.3882476,17.64,23.32,4x,"US$1,456 million (2024) (US$1,456 million)",283.9890488,416.2655057,926.1725379,1193.619123,1264.941115,1456.170302,4x,CO2,Yes,No,No,No,No,No,No,No,No,No,Diesel; Other oil products; Gasoline; Kerosene; LPG; Natural gas; Coal,Auctioning,"Price floor, Emissions containment reserve, Cost containment reserve",Point Source,"Yes, with quantitative limit","The Regional Greenhouse Gas Initiative (RGGI) launched in 2009 and is the first mandatory GHG ETS in the United States. It started operating with ten states (Connecticut, Delaware, Maine, Maryland, Massachusetts, New Hampshire, New Jersey, New York, Rhode Island, and Vermont). RGGI’s development was based on the “2005 RGGI Memorandum of Understanding” (MOU) and on the “2006 RGGI Model Rule”. Through statutes or regulations based on the Model Rule, each state then established individual CO2budget trading programs.
 
RGGI covers power sector emissions in participating states. In 2020, it covered around 14% of the aggregate participant states’ emissions; in 2021, 228 facilities were covered by the state regulations. The aggregate cap will decrease by 30% compared to 2020 between 2021 and 2030. Under the ETS, covered entities must surrender allowances for all their covered emissions. Covered entities obtain most of their allowances through regular auctions, while some states have “set-aside” accounts from which they may transfer a limited number of allowances to entities’ compliance accounts.  ","Virginia repealed its CO2 Budget Trading Program, which effectively ended RGGI participation in December 2023. However, a Viginia circuit court decision in November 2024 deemed the repeal unlawful. RGGI has undergone two review processes that updated the Model Rule and enshrined tighter caps and adjustments to system design. RGGI’s third review process is currently ongoing. In September 2024 RGGI states released an exploratory scenario with new cap reductions trajectories, with a steeper decline in the cap from 2027-2033 followed by a lessening decline from 2033 to 2037.  ","RGGI covers CO2 emissions from fossil fuel electric generating units (i.e., fossil fuel-fired stationary boilers, combustion turbines, or combined cycle systems). RGGI covers CO2 emissions only. ", Auctioning,Other,Operators in Massachusetts need to meet their compliance obligations under both the Massachusetts ETS and RGGI.,RGGI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023184171005851,0.0022381148911644,0.0021009513197566,0.0019662187394442,0.0019802443958298,0.0020159139751734,0.0020126904426741,0.0019695041331253,0.0018614290669177,0.001902882010378,0.0018419566422995,0.0017148737373064,0.0017150944264833,0.0017018860722148,0.0016699315754265,0.0016699315754265,0.0016699315754265,ETS_RGGI,RGGI,ETS,North America,High income,US$/tCO2e,,,,,,,,,,,,,,,,,,,,3.87,2.3,2.08,2.13,3.85,3.93,5.9,5.82,3.94,4.3,4.94,5.13,8.69,13.89,15.3882476,17.64,23.32,RGGI,Implemented,ETS,High income,US$ millions,,,,,,,,,,,,,,,,,,,145.0656733,349.3564351,283.0840713,174.6369885,167.64559,447.9698768,367.2873091,435.9770901,266.4660049,198.3762521,239.3632511,283.9890488,416.2655057,926.1725379,1193.619123,1264.941115,1456.170302
ETS_JP_Saitama,Saitama ETS,ETS,Implemented,Saitama,"16% of jurisdiction emissions, 0.0118% of global emissions",US$1 (JPY144),5.577244841,5.415651232,3.83797054,1.078813305,0.949241925,0.961281709,-0.82764219,US$ million (2024) (JPY million),,,,,,,,CO2,In principle,Yes,Yes,No,No,Yes,Yes,No,No,No,Diesel; Other oil products; Gasoline; Kerosene; LPG; Natural gas; Coal,Free allocation (Grandfathering),None (no corridor). Baseline approach with compliance factors,Downstream,"Yes, with partial limit","The Saitama ETS is a baseline-and-credit system that sets mandatory emission reduction targets for large buildings and factories. The cap is aggregated bottom-up from annual facility-level emissions limits (‘baselines’). Covered entities must surrender allowances for emissions that exceed the facility-specific baseline, which is based on absolute historical emissions. The baselines are calculated using base-year emissions and a compliance factor, which is set for each period based on regulations established by the Governor of Saitama and expert consultation. Saitama’s ETS is linked to Tokyo’s cap-and-trade program, with credits mutually exchangeable between the two jurisdictions.
","The Saitama government has announced three updates for the fourth compliance period (FY 2025 to FY 2029). First, the compliance factor will rise to 50% for office buildings and 48% for factories. Second, all off-site renewable energy will count as zero-emissions, and renewable energy certificates can be used to discount energy-related CO2 emissions.Finally, from April 2025 onwards, a new system will limit credits to those achieved through energy efficiency or renewable energy.","The Saitama ETS applies to energy-use-related CO2 emissions from the industry, power and buildings sectors. It covers about 600 entities in the industrial and commercial buildings sectors.",Free allocation (Grandfathering),Other,The Saitama ETS is linked to the Tokyo CaT and operators can use credits from the Tokyo CaT to meet their compliance. ,Saitama ETS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001590413611146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ETS_JP_Saitama,Saitama ETS,ETS,East Asia & Pacific,High income,US$/tCO2e,,,,,,,,,,,,,,,,,,,,,,119.8178768,116.8594035,86.27116839,67.7834802,37.51563151,13.36898396,13.38688086,5.650249553,5.851638459,5.577244841,5.415651232,3.83797054,1.078813305,0.949241925,0.961281709,Saitama,Implemented,ETS,High income,US$ millions,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,
ETS_CA_SK,Saskatchewan OBPS,ETS,Abolished,Saskatchewan,,,,31.8344608,39.96163683,48.03073967,58.94488653,,0.851606248,,,,,22.7041355,342.8354249,266.4283668,11x,,,,,,,,,,,,,,,,,"Saskatchewan’s Output-Based Performance Standards (OBPS) Program came into effect in 2019. It is an emission intensity-based baseline-and-credit ETS for large industrial emitters, in which covered entities are required to fulfill a compliance obligation for emissions that exceed the facility’s annual permitted emissions. Emissions limits are based on production levels multiplied by an emissions intensity value. Each facility’s baseline draws on historical emissions and production data. All emissions up until the limit do not require payment, with only the surplus triggering the compliance obligation. 

A compliance obligation may be fulfilled by retiring performance credits (compliance units) generated within the OBPS Program or by making a payment at a prescribed rate per tonne of CO2e into the Saskatchewan Technology Fund. 

The system applies to the same gases and covers equivalent sectors as those under the federal system, and follows the same price trajectory, rising CAD 15 (USD 11.11) each year until 2030, resulting in a price of CAD 170 (USD 125.93) per tCO2e for 2030 emissions. ",,,,,,Saskatchewan OBPS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006289182442002,0.0005666186034145,0.0005586751863422,0.0005543726944978,0.0005439638306056,0.0005439638306056,0.0,ETS_CA_SK,Saskatchewan OBPS,ETS,North America,High income,US$/tCO2e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.8344608,39.96163683,48.03073967,58.94488653,,Saskatchewan,Abolished,ETS,High income,US$ millions,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.7041355,342.8354249,266.4283668
ETS_CN_Shanghai,Shanghai pilot ETS,ETS,Implemented,Shanghai,"21% of jurisdiction emissions, 0.1045% of global emissions",US$11 (RMB78),5.068903872,6.315244849,9.276907593,8.720972556,10.06178044,10.79742447,1.130130052,US$13 million (2024) (RMB96 million),,,,,,13.16073178,,CO2,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Diesel; Other oil products; Gasoline; Kerosene; LPG; Natural gas; Jet fuel; Coal,"Free allocation (Grandfathering), Free allocation (Intensity-based), Auctioning",None (some auctions),Point Source,"Yes, with quantitative limit","The Shanghai pilot ETS is a cap-and-trade system that aims to promote the implementation of carbon emission control responsibilities and support the achievement of Shanghai's emission reduction targets. The pilot covers more than half of the city’s emissions, including industry and non-industrial sectors such as buildings, aviation, and shipping. The total amount of emission allowances is determined through a combined top-down and bottom-up approach based on reported emission data. The system covered electricity generation until 2020, after which it was integrated into the national ETS. The coverage threshold is 10,000 tCO2 per yea","In February 2024, the 2023 allowance allocation plan was released. According to it, 23 data centers have been added with compliance obligation starting from compliance year 2023. Also 17 logistics companies in the road transport sector have been added, but with MRV obligations only.","The Shanghai pilot ETS applies to CO2 emissions from the industry,buildings and transport sectors.","Free allocation (Grandfathering), Auctioning",Annual,"The Shanghai ETS operates in parallel with the China national ETS.
",Shanghai pilot ETS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016100289771593,0.0013768670463787,0.0014252581980309,0.0013880043889925,0.0013509418847788,0.0012774548596415,0.0013385741498165,0.0021286208715034,0.0021136964703679,0.0019242370513636,0.0019825130931478,0.0010447775430522,0.0010447775430522,ETS_CN_Shanghai,Shanghai pilot ETS,ETS,East Asia & Pacific,Upper middle income,US$/tCO2e,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.422450937,4.733535176,0.928160386,4.5711798,6.214743283,6.090584029,5.068903872,6.315244849,9.276907593,8.720972556,10.06178044,10.79742447,Shanghai,Implemented,ETS,Upper middle income,US$ millions,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.16073178
